x1,x2,label
52.386275301745016,52.5470760928936,0
47.574455993754796,51.9015841221301,0
51.19342344656108,50.30112170081225,0
49.079278123062956,43.49964027606964,0
50.22513274217532,53.46291727912346,0
52.75048118713535,55.92882011816665,0
50.17965360535007,56.86634588162407,0
49.08740717690809,48.609840140478894,0
44.752119198832176,43.702038862772014,0
42.27332102220284,38.721452150229666,0
46.766952040385604,45.02534900117199,0
43.37307587228358,45.96816592694727,0
49.8351445689567,53.36432205785389,0
51.71752222851798,56.753692624934885,0
40.96478802233434,41.82885049601552,0
50.43619197873501,49.039744818874446,0
54.56340545653846,49.649275398609284,0
54.98214369795777,55.41310900034195,0
54.047440639322275,54.632085225996505,0
52.599387277745954,52.58273333753043,0
44.66943502682743,42.40536138839272,0
45.07013364227278,51.32237360973518,0
50.01210551729791,50.12872347207539,0
47.96135275544143,48.43225494112082,0
48.49324729272552,47.17856552426817,0
40.11518394563609,37.365353361585406,0
54.969067064334524,53.69970734759106,0
55.34991570683425,52.25270163129642,0
50.824666448147916,45.51110951768105,0
58.79195820453549,55.26243508315324,0
46.678067992739024,51.10315328558861,0
47.36565299734965,46.36698862756807,0
51.92267850931175,55.39505664931125,0
48.20706061177197,45.774261620070156,0
51.244138843581,58.23684776295263,0
47.58399379109232,47.466224867559916,0
54.60213266287147,50.85648493415465,0
43.421847578181016,49.7788435483547,0
52.241974148851675,48.44653832731235,0
47.728930312656786,52.76146347878521,0
52.92766502591108,48.79385193258272,0
51.68270255753692,49.69724505107692,0
51.36589161273623,50.693114210546064,0
53.182693779637354,52.7238621669601,0
53.58417744542473,56.51131161081577,0
50.613108841669025,42.42662693080238,0
50.5138815939254,50.61492807126972,0
49.55171918486638,48.3066800085864,0
51.496969934422744,51.92895888183206,0
47.42178930579295,52.140692139224576,0
47.18389658971074,47.58943304170998,0
43.80576402443447,53.642029871546846,0
49.693924443253046,50.84471233730802,0
53.94030701924976,50.16089172113171,0
57.87324714174108,52.8629768874436,0
54.24123063557829,49.44583744912172,0
46.30837424744297,44.89840519139292,0
45.937944981271514,48.0454176702807,0
43.87131217428133,41.5713430697684,0
50.19831462488692,53.435100573025515,0
48.29308448839198,48.162253475632006,0
44.692424842372645,47.23612471050069,0
43.9400497591831,43.40759939968367,0
50.05689687110615,50.322472387252354,0
51.768159393715784,49.07252484310713,0
45.79435400285707,54.25183569695666,0
49.640486996930974,51.572716758379336,0
54.20789447203594,54.83566122210906,0
54.92307264833203,49.5103990369954,0
58.88943478804623,51.52686823743706,0
47.97202364398997,46.26651834288527,0
46.81922504043821,49.79116252195372,0
52.34474304175725,47.4411389040678,0
51.13640599882114,52.62272129040791,0
47.58544561392827,49.23511572655256,0
38.87858037673916,40.73107371822561,0
51.010164556294086,41.06123101566135,0
54.79300625006088,59.361443544586066,0
48.217456835067686,43.930784909201115,0
48.22055498914816,49.65444055371136,0
52.76891983084852,48.34492203141524,0
47.655974356041675,45.427286900702754,0
57.0794046980342,60.92512692791849,0
52.10092908009864,56.41777036030831,0
55.261651138650144,54.572389974352646,0
43.98050908209368,45.61533747113253,0
49.12431793159371,53.663266840204614,0
52.90212396240299,54.78252499618198,0
53.40669151862032,42.65649212850704,0
51.93996826832032,49.39186420140989,0
45.17967069089296,44.35147272274663,0
44.45002171544947,43.841834682393845,0
51.481134878731524,51.258677088946335,0
47.07239903370963,51.60382300307687,0
49.01143627448959,48.850120529223325,0
51.751083714370615,47.34297165566845,0
57.713393608126594,58.315131517166336,0
41.850318491858054,45.95893627098228,0
43.50559319548621,47.206247103578505,0
54.06172650883157,47.955688533438234,0
54.15693572460551,56.782340713811976,0
43.4158208659495,49.12613030574373,0
45.803226589790036,45.72646990752241,0
51.15673552248488,45.29032310523595,0
50.80250708834802,52.0977792938672,0
45.852511842944324,53.04283627877812,0
51.56132946004525,44.63495149473217,0
49.32599084512107,51.92177639773261,0
39.417645594733365,43.876489100384404,0
51.062587153396066,44.454128088212244,0
